ensembl_id	SRR349741	SRR349742	SRR349743	SRR349744	SRR349745	SRR349746	SRR349747	SRR349748	SRR349749	SRR349750	SRR349751	SRR349752
ENSG00000230339.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230342.2	262	36	38	150	67	114	593	38	0	0	0	0
ENSG00000230343.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230345.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230347.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230350.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230352.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230353.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230355.1	304	228	114	221	248	337	105	152	190	38	304	266
ENSG00000230356.1	418	302	417	606	342	798	1683	144	152	75	114	38
ENSG00000230358.3	0	60	0	218	120	0	38	0	0	0	0	0
ENSG00000230359.5	2789	2433	2532	3081	2020	2248	4416	456	1392	931	1583	1583
ENSG00000230360.1	38	115	190	301	152	152	172	38	71	0	38	0
ENSG00000230361.1	0	0	0	0	0	0	21	0	0	0	0	0
ENSG00000230362.1	936	1023	1063	912	1953	1554	1806	645	760	793	1197	809
ENSG00000230364.1	1137	1744	832	1585	2894	3565	1587	453	1534	1619	956	555
ENSG00000230365.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230366.9	0	0	0	76	38	38	0	0	0	0	0	0
ENSG00000230368.2	35	76	33	38	0	38	0	0	38	0	0	38
ENSG00000230370.1	166	139	90	302	203	214	101	99	190	166	216	190
ENSG00000230371.1	0	38	0	0	0	0	0	0	0	0	0	0
ENSG00000230372.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230373.8	114	152	76	151	0	76	0	0	74	76	197	0
ENSG00000230375.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230376.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230377.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230379.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230381.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230383.1	17395	15205	9965	20354	24574	35510	14045	6349	20622	10318	14475	10795
ENSG00000230384.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230385.1	0	37	38	0	0	0	0	0	15	0	0	0
ENSG00000230386.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230387.2	643	113	0	0	415	411	0	0	264	0	38	0
ENSG00000230390.1	0	0	0	0	38	0	0	0	0	0	0	0
ENSG00000230391.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230392.1	0	0	0	0	76	76	0	0	0	0	0	0
ENSG00000230393.1	0	0	0	0	38	0	0	0	0	0	0	0
ENSG00000230394.1	0	0	0	33	0	0	0	0	0	0	0	0
ENSG00000230395.1	190	228	76	271	266	266	76	0	190	38	67	0
ENSG00000230397.1	38	304	114	228	228	722	487	190	570	152	297	228
ENSG00000230398.1	0	38	0	0	0	38	0	0	0	0	0	0
ENSG00000230399.1	31	0	0	75	0	0	0	0	38	0	0	0
ENSG00000230400.2	0	96	0	0	0	0	38	0	0	0	0	0
ENSG00000230401.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230402.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230403.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230404.1	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230405.1	0	0	24	0	182	0	0	0	0	24	0	0
ENSG00000230406.2	562	496	341	516	525	847	327	189	296	114	76	228
ENSG00000230407.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230408.3	917	534	866	1369	801	2288	1697	83	1540	553	2237	2402
ENSG00000230409.3	10844	7952	6537	17969	7720	13546	8681	1775	5374	2720	3919	2684
ENSG00000230411.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230412.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230415.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230416.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230417.11	0	0	38	0	0	38	0	0	0	0	0	0
ENSG00000230418.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230423.1	0	0	0	0	38	0	0	76	0	0	38	25
ENSG00000230424.1	152	220	179	187	31	124	219	33	38	0	76	76
ENSG00000230425.1	189	190	228	188	263	340	451	38	256	151	188	152
ENSG00000230426.2	0	0	0	0	0	33	0	0	0	0	0	0
ENSG00000230427.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230428.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230430.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230432.1	76	0	73	0	0	0	38	0	0	0	0	0
ENSG00000230433.1	0	38	0	31	0	38	76	0	0	0	0	0
ENSG00000230434.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230435.1	0	139	0	38	63	0	0	0	0	0	0	0
ENSG00000230437.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230438.6	114	38	0	0	38	38	152	76	340	0	38	380
ENSG00000230439.2	0	38	0	0	50	0	38	0	0	0	38	0
ENSG00000230440.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230442.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230444.1	0	38	0	38	74	114	38	0	38	0	0	0
ENSG00000230445.4	444	150	894	411	304	471	217	114	228	38	38	0
ENSG00000230447.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230448.5	0	0	0	4	0	38	0	0	0	0	0	0
ENSG00000230449.1	99	38	114	378	494	304	265	76	342	228	76	76
ENSG00000230450.1	0	0	0	0	38	152	38	0	0	0	0	0
ENSG00000230451.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230452.1	0	0	0	0	0	0	37	0	0	0	0	0
ENSG00000230453.9	604	373	569	1058	2724	611	114	190	721	152	265	152
ENSG00000230454.1	38	190	114	76	76	76	76	38	0	0	0	38
ENSG00000230457.3	566	673	517	939	1089	1215	1209	152	377	227	412	266
ENSG00000230458.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230459.3	0	0	0	38	0	0	0	0	0	0	0	0
ENSG00000230461.8	0	0	0	16	0	151	39	0	0	0	0	0
ENSG00000230465.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230468.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230469.1	0	37	0	38	0	0	0	0	76	0	76	0
ENSG00000230470.1	0	76	8	0	0	0	0	0	0	0	0	0
ENSG00000230471.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230472.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230474.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230476.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230477.1	0	0	38	0	0	0	0	0	0	0	0	0
ENSG00000230478.1	314	349	319	403	301	241	484	69	167	48	145	183
ENSG00000230479.1	68	38	76	15	0	43	75	0	0	0	0	0
ENSG00000230480.1	0	0	0	0	0	66	0	0	0	0	0	0
ENSG00000230481.2	114	0	0	149	75	0	190	0	0	0	0	0
ENSG00000230482.1	0	0	0	0	0	0	0	0	38	0	0	0
ENSG00000230483.1	0	0	0	0	10	0	0	0	0	0	0	0
ENSG00000230484.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230485.1	38	0	38	0	76	0	38	0	0	0	38	0
ENSG00000230487.7	189	114	151	152	341	190	417	152	73	38	0	0
ENSG00000230489.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230490.2	0	0	0	76	0	0	0	0	0	37	0	38
ENSG00000230491.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230492.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230495.1	0	0	0	71	0	7	0	0	38	0	38	0
ENSG00000230496.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230497.2	0	0	0	0	0	38	0	0	0	0	0	0
ENSG00000230498.1	38	38	0	11	0	38	72	0	0	0	0	0
ENSG00000230499.1	0	11	0	75	76	0	38	0	0	0	0	0
ENSG00000230500.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230501.1	0	38	38	0	76	0	0	0	0	0	38	0
ENSG00000230502.1	0	0	0	0	38	38	38	0	25	38	38	0
ENSG00000230506.1	0	0	0	60	5	0	0	0	0	0	0	0
ENSG00000230507.5	795	910	683	677	912	1954	303	152	681	407	493	152
ENSG00000230508.1	860	1011	494	2347	1782	2868	1389	303	1113	660	1089	893
ENSG00000230510.6	288	38	128	114	0	114	0	76	0	0	38	0
ENSG00000230513.1	508	499	349	487	1183	718	488	27	51	311	76	60
ENSG00000230515.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230516.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230519.2	76	38	38	0	38	38	30	0	38	0	76	75
ENSG00000230520.1	0	0	0	0	0	62	0	0	0	0	0	0
ENSG00000230521.1	14670	4134	2531	9052	950	2883	12297	1183	1881	1605	918	1496
ENSG00000230522.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230523.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230524.8	152	189	38	76	13	38	38	0	0	0	0	0
ENSG00000230525.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230526.1	0	0	0	0	0	111	0	0	0	0	0	0
ENSG00000230528.7	38	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230529.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230530.1	1322	1441	1105	1247	2110	1062	1887	341	1043	499	471	597
ENSG00000230531.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230532.1	387	665	312	809	1103	1154	1255	150	488	116	416	245
ENSG00000230533.2	365	0	38	76	0	76	418	0	0	0	0	0
ENSG00000230534.6	38	0	10	1	49	4	0	0	11	0	0	38
ENSG00000230535.1	0	0	38	38	0	0	0	0	0	0	38	0
ENSG00000230536.1	10	0	0	76	76	76	0	56	0	0	0	0
ENSG00000230537.1	0	0	0	0	0	0	0	0	0	25	0	0
ENSG00000230538.1	64	76	75	0	38	74	38	0	0	0	0	76
ENSG00000230539.1	0	0	0	60	38	0	0	0	0	0	0	0
ENSG00000230542.6	0	0	0	0	76	38	0	0	38	0	0	76
ENSG00000230542.6_PAR_Y	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230543.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230546.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230547.1	341	250	263	646	456	184	265	114	228	38	76	114
ENSG00000230548.1	0	0	0	0	73	0	0	0	0	0	0	0
ENSG00000230549.3	0	0	0	0	0	0	38	0	0	0	0	0
ENSG00000230550.1	163	38	20	120	111	412	53	4	42	167	302	217
ENSG00000230551.4	37504	28396	21072	31142	26844	40032	33311	11574	39617	17021	30987	19316
ENSG00000230552.5	38	76	0	76	0	76	0	0	0	0	152	38
ENSG00000230555.2	38	76	0	66	228	29	188	0	0	27	37	0
ENSG00000230556.1	10	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230558.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230559.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230561.4	0	38	38	22	0	79	38	0	0	18	0	0
ENSG00000230562.3	681	304	75	801	299	721	341	114	114	76	190	0
ENSG00000230563.2	0	0	38	0	0	0	114	0	0	0	0	0
ENSG00000230564.1	0	0	0	41	19	0	0	0	45	0	0	0
ENSG00000230565.1	329	433	239	404	690	554	460	109	254	86	190	73
ENSG00000230568.1	266	190	304	304	441	559	530	0	0	76	152	38
ENSG00000230569.1	0	0	0	0	0	76	0	0	0	0	0	0
ENSG00000230570.1	152	0	0	38	76	38	76	0	0	0	0	0
ENSG00000230571.2	0	38	0	0	0	38	0	0	0	0	38	0
ENSG00000230572.5	114	190	76	114	38	152	265	38	38	0	0	38
ENSG00000230573.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230575.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230576.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230578.3	342	211	342	165	250	559	419	152	199	137	181	228
ENSG00000230580.1	681	834	379	1526	986	2055	1244	228	1061	719	455	717
ENSG00000230581.2	418	493	440	426	660	929	620	228	455	359	456	462
ENSG00000230583.6	2451	2864	1449	2236	1977	4120	1948	920	3047	1479	2625	1230
ENSG00000230584.1	681	304	340	1347	1716	867	1160	76	187	38	266	220
ENSG00000230585.2	38	0	187	25	74	38	0	0	38	21	0	0
ENSG00000230587.1	0	0	0	0	0	283	0	0	38	0	0	102
ENSG00000230589.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230590.7	1063	2565	1214	2852	2322	3656	2329	645	1499	1019	1362	1319
ENSG00000230592.2	1861	874	646	2606	2002	2414	2033	341	1857	1254	1837	1087
ENSG00000230593.3	1315	2312	860	1518	3653	2236	1284	555	1516	1438	874	759
ENSG00000230594.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230595.1	114	108	0	152	76	494	0	76	0	0	76	0
ENSG00000230596.3	0	190	0	38	37	0	113	0	38	38	0	37
ENSG00000230597.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230598.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230599.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230600.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230601.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230603.1	0	0	0	0	0	27	0	0	0	0	0	0
ENSG00000230604.2	0	0	0	0	0	38	0	0	0	0	0	0
ENSG00000230605.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230606.10	242	269	341	291	494	534	510	0	148	37	0	0
ENSG00000230607.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230609.1	0	38	0	0	0	0	0	0	0	0	0	0
ENSG00000230611.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230612.3	0	0	0	114	0	0	0	0	0	0	0	0
ENSG00000230613.1	38	0	38	76	0	200	0	0	0	0	0	99
ENSG00000230614.3	190	456	190	264	337	417	0	24	456	228	227	266
ENSG00000230615.6	7381	4007	5066	5272	3149	7455	4211	3873	18841	3151	13386	9440
ENSG00000230617.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230618.3	76	70	22	53	81	47	149	80	165	56	125	166
ENSG00000230621.1	38	38	38	0	37	114	76	0	38	0	0	0
ENSG00000230622.1	0	0	0	0	0	0	36	0	0	0	0	0
ENSG00000230623.4	0	0	0	0	12	0	0	0	0	0	0	0
ENSG00000230626.4	605	643	514	2075	1164	1997	1273	608	2034	977	1476	1292
ENSG00000230627.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230628.1	0	32	0	0	0	0	0	0	0	0	0	38
ENSG00000230629.2	14034	10453	7000	17731	20696	31836	15518	4574	16534	9003	10743	10401
ENSG00000230630.3	846	3000	1970	1213	1284	1226	2019	70	38	38	52	0
ENSG00000230631.1	0	38	0	0	0	0	0	0	0	0	0	0
ENSG00000230634.1	38	38	0	0	0	76	38	0	0	0	0	0
ENSG00000230635.2	0	3	0	0	0	76	38	0	5	80	76	96
ENSG00000230636.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230637.2	0	0	0	18	38	0	0	0	0	0	22	0
ENSG00000230638.4	0	38	152	0	75	38	152	38	38	76	38	38
ENSG00000230639.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230641.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230643.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230645.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230646.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230647.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230648.1	0	0	0	38	0	0	0	0	0	0	0	0
ENSG00000230649.2	272	0	0	95	0	38	82	0	0	0	0	0
ENSG00000230650.1	38	228	76	32	101	405	102	0	0	37	38	0
ENSG00000230651.7	0	0	0	0	0	38	0	0	0	0	0	0
ENSG00000230654.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230655.3	38	0	38	38	0	0	0	38	0	0	0	142
ENSG00000230657.6	0	0	23	0	0	50	0	0	0	0	0	0
ENSG00000230658.1	38	38	0	0	401	0	40	38	0	0	0	0
ENSG00000230659.3	678	682	300	548	673	631	485	228	265	301	418	331
ENSG00000230661.1	0	0	0	38	38	28	38	0	0	38	0	0
ENSG00000230662.1	1628	1137	532	1247	1020	2129	870	266	778	152	530	189
ENSG00000230663.1	0	0	0	147	32	0	38	0	0	0	0	93
ENSG00000230665.3	151	493	190	456	303	452	304	38	0	0	0	0
ENSG00000230666.5	0	0	0	0	0	38	0	0	0	0	0	0
ENSG00000230667.5	1100	570	832	1734	2045	3079	1524	76	641	76	296	341
ENSG00000230668.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230671.2	0	0	37	0	0	70	0	0	0	38	0	0
ENSG00000230673.3	651	1157	2024	2419	2367	2654	2338	1056	4506	1035	4104	3646
ENSG00000230676.1	0	0	0	0	0	0	22	0	0	0	0	0
ENSG00000230679.1	0	82	106	38	38	33	0	0	0	0	0	0
ENSG00000230680.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230681.1	0	0	0	0	0	38	0	0	0	0	0	0
ENSG00000230682.1	0	0	8	0	1	0	0	8	48	4	45	39
ENSG00000230683.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230684.1	0	0	13	0	38	0	0	0	0	0	0	0
ENSG00000230686.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230687.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230690.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230691.1	0	0	0	38	11	99	38	76	0	0	11	0
ENSG00000230694.1	0	114	38	0	0	0	0	0	0	0	0	0
ENSG00000230695.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230696.1	0	4	24	0	37	0	0	24	38	0	29	0
ENSG00000230697.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230698.1	189	30	52	0	38	282	240	0	27	114	76	76
ENSG00000230699.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230701.2	178	379	266	453	227	417	359	113	339	303	205	190
ENSG00000230702.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230703.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230704.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230706.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230707.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230709.1	0	0	0	0	37	0	0	0	0	0	0	0
ENSG00000230710.1	0	0	0	0	0	33	0	0	0	0	0	0
ENSG00000230711.2	75	114	38	289	152	114	76	89	304	38	38	114
ENSG00000230712.2	0	0	227	76	0	266	76	0	38	0	38	0
ENSG00000230714.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230715.3	0	75	0	38	74	73	38	0	0	0	142	38
ENSG00000230716.3	334	38	190	722	228	570	265	114	190	112	223	169
ENSG00000230718.1	0	0	0	0	0	0	0	38	0	0	0	0
ENSG00000230720.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230721.1	2619	2563	1222	2310	7259	2784	1013	1293	3574	1948	1246	1312
ENSG00000230724.9	114	266	152	321	266	151	152	114	301	38	152	64
ENSG00000230725.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230727.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230728.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230729.1	0	0	76	0	38	0	0	0	0	0	0	0
ENSG00000230730.1	0	0	0	0	38	67	38	0	27	0	0	38
ENSG00000230731.2	0	38	0	0	76	38	0	0	0	0	0	0
ENSG00000230732.4	152	152	38	152	216	189	114	0	38	0	38	0
ENSG00000230733.2	798	1136	570	228	1143	1773	1043	152	261	114	225	113
ENSG00000230734.1	5255	2421	2539	3514	2035	5393	4247	1443	4531	2111	4241	3929
ENSG00000230735.1	0	0	0	0	35	38	0	0	0	25	0	0
ENSG00000230736.2	38	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230737.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230739.1	0	0	0	18	0	0	0	0	27	0	0	0
ENSG00000230741.1	0	0	22	0	0	0	0	0	0	0	0	0
ENSG00000230746.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230747.1	0	0	0	34	74	38	38	0	76	0	0	0
ENSG00000230748.1	0	0	0	22	0	0	0	0	0	0	0	0
ENSG00000230749.4	125	38	38	0	0	38	76	0	0	0	9	109
ENSG00000230750.1	380	418	302	564	411	624	472	97	190	139	114	76
ENSG00000230751.1	0	0	0	0	0	0	38	0	0	0	0	0
ENSG00000230753.5	0	0	0	0	0	0	0	0	83	38	37	0
ENSG00000230755.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230756.1	76	189	113	340	189	135	150	0	0	0	76	0
ENSG00000230757.1	114	0	0	38	38	152	38	0	0	0	76	38
ENSG00000230758.1	38	190	76	133	76	0	76	0	0	38	0	76
ENSG00000230759.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230764.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230768.7	0	38	0	0	0	0	0	0	0	0	0	0
ENSG00000230769.1	76	0	0	0	0	76	0	0	111	0	76	76
ENSG00000230772.1	76	76	166	38	114	0	76	0	76	38	110	38
ENSG00000230773.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230777.1	1494	1102	798	1102	1173	1970	1405	456	1899	646	756	759
ENSG00000230778.1	0	38	0	0	66	38	0	0	0	0	0	0
ENSG00000230779.1	982	532	304	747	565	722	607	605	1553	364	683	888
ENSG00000230781.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230782.1	0	0	0	0	0	99	0	0	0	0	0	0
ENSG00000230783.1	789	524	380	582	738	1109	401	113	608	266	457	583
ENSG00000230785.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230787.1	304	494	76	817	620	1286	389	38	85	76	38	47
ENSG00000230788.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230789.1	38	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230790.2	0	0	0	0	0	0	0	0	23	0	229	76
ENSG00000230793.1	199	271	410	468	489	511	3085	190	76	0	0	0
ENSG00000230794.1	0	0	0	0	38	0	0	0	0	0	0	0
ENSG00000230795.3	8540	4536	2882	3538	1473	1805	4040	541	1329	1087	522	755
ENSG00000230796.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230797.2	0	305	206	38	114	266	368	0	114	76	114	38
ENSG00000230798.5	152	76	214	98	0	477	0	0	0	0	0	0
ENSG00000230799.1	44	76	0	81	118	76	71	9	33	25	54	0
ENSG00000230801.1	0	0	0	38	0	0	0	0	0	0	0	0
ENSG00000230803.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230804.2	38	0	38	0	38	38	0	0	38	26	0	38
ENSG00000230805.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230806.1	38	111	38	38	76	0	38	0	0	37	0	0
ENSG00000230807.1	76	38	24	76	293	341	152	38	76	190	114	140
ENSG00000230809.1	0	0	0	38	0	0	0	0	0	0	0	0
ENSG00000230813.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230814.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230815.1	0	114	38	38	76	38	0	0	0	0	0	0
ENSG00000230817.5	38	100	0	0	24	55	0	0	0	20	37	0
ENSG00000230818.1	0	0	0	0	0	0	74	0	0	0	0	36
ENSG00000230819.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230820.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230821.1	38	0	0	0	113	0	0	0	0	0	0	0
ENSG00000230823.3	76	75	38	229	113	38	190	0	0	0	38	0
ENSG00000230825.1	0	0	0	0	375	0	0	370	2158	114	1979	134
ENSG00000230826.1	38	114	0	0	54	152	38	0	0	0	38	0
ENSG00000230828.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230829.3	34	76	0	334	110	312	185	29	0	0	149	221
ENSG00000230830.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230831.1	0	0	0	8	33	0	0	0	0	0	0	0
ENSG00000230832.3	70	38	38	177	76	228	0	0	0	0	0	38
ENSG00000230833.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230834.1	0	0	0	0	0	114	0	0	0	0	0	0
ENSG00000230835.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230836.1	0	0	0	38	0	0	0	0	0	0	0	0
ENSG00000230837.1	1926	1358	907	2927	3185	3437	1720	519	2395	1082	1414	1396
ENSG00000230838.1	76	1715	966	534	1050	877	1374	0	0	0	0	0
ENSG00000230839.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230840.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230841.2	0	0	24	71	0	0	33	0	0	0	37	0
ENSG00000230843.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230844.2	567	798	535	987	796	962	189	114	45	76	0	38
ENSG00000230845.1	0	0	0	0	0	38	38	0	0	0	0	0
ENSG00000230846.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230847.4	114	152	38	515	303	864	414	185	530	199	288	302
ENSG00000230848.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230849.2	403	417	76	152	265	988	417	0	266	249	342	0
ENSG00000230851.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230852.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230853.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230854.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230859.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230860.1	0	0	0	0	127	0	17	0	0	0	0	0
ENSG00000230863.2	342	261	114	303	266	304	228	38	114	152	298	38
ENSG00000230864.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230865.1	797	227	304	378	792	303	300	76	38	114	76	114
ENSG00000230866.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230867.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230869.1	0	114	0	190	126	152	151	0	114	38	38	38
ENSG00000230870.2	227	295	76	264	140	251	352	337	505	228	408	685
ENSG00000230871.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230872.1	37	38	37	76	38	76	0	0	0	0	0	0
ENSG00000230873.8	0	38	0	0	0	0	0	0	38	38	0	0
ENSG00000230876.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230879.1	38	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230881.1	0	0	0	6	0	0	0	0	0	0	0	0
ENSG00000230882.1	0	38	0	0	0	76	38	38	76	0	38	0
ENSG00000230886.3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230889.2	38	64	0	38	0	0	0	38	0	0	0	0
ENSG00000230891.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230894.1	0	38	38	38	228	39	269	0	0	0	0	0
ENSG00000230896.1	50	114	146	38	75	151	108	0	55	76	114	38
